arm,run,engine_rank,engine_port,series,minute,value
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,35.8706,96.2098
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,35.8873,96.5205
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,35.9040,93.7082
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,35.9206,94.0454
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,35.9373,92.5920
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,35.9540,93.0355
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,35.9706,94.9336
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,35.9873,93.2697
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.0040,95.1724
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.0206,96.6079
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.0373,97.1826
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.0540,95.2563
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.0706,96.0590
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.0873,96.7237
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.1040,95.6314
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.1206,96.7297
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.1373,95.9515
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.1540,96.0430
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.1706,95.6201
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.1873,97.4186
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.2040,97.5069
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.2206,96.9422
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.2373,96.9006
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.2540,96.3067
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.2706,96.3522
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.2873,97.3811
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.3040,96.8675
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.3206,95.4800
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.3373,95.2303
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.3540,94.8522
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.3706,95.5872
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.3873,96.0161
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.4040,96.8782
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.4206,95.6914
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.4373,96.3815
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.4540,95.0114
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.4706,92.7187
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.4873,94.3832
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.5040,94.4326
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.5206,93.4691
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.5373,94.2360
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.5540,94.6714
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.5706,93.4371
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.5873,92.1625
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.6040,92.9697
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.6206,92.8180
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.6373,92.7415
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.6540,91.5805
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.6706,92.1973
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.6873,93.5864
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.7040,93.8243
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.7206,91.9065
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.7373,93.8986
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.7540,96.2687
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.7706,95.7520
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.7873,94.9535
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.8040,95.6398
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.8206,94.2250
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.8373,93.2061
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.8540,90.0668
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.8706,90.4194
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.8873,91.1838
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.9040,91.8092
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.9206,91.0541
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.9373,91.5484
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.9540,87.9684
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.9706,89.8419
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,36.9873,92.6926
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.0040,94.0496
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.0206,92.4645
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.0373,93.0543
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.0540,91.8559
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.0706,90.8121
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.0873,90.7974
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.1040,90.6544
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.1206,89.3492
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.1373,86.8322
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.1540,87.7620
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.1706,88.9196
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.1873,89.1329
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.2040,88.3047
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.2206,86.4826
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.2373,86.5354
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.2540,87.9254
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.2706,86.1893
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.2873,84.5299
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.3040,85.8559
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.3206,85.8605
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.3373,84.6147
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.3540,81.3248
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.3706,81.9375
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.3873,83.8121
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.4040,82.9021
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.4206,83.2111
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.4373,84.0737
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.4540,82.0205
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.4706,83.7974
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.4873,83.0306
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.5040,82.9431
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.5206,82.3946
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.5373,83.5642
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.5540,82.1147
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.5706,82.8321
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.5873,85.3816
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.6040,86.8603
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.6206,87.4611
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.6373,86.8562
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.6540,85.6987
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.6706,85.5738
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.6873,85.3009
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.7040,84.9119
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.7206,84.7005
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.7373,83.1094
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.7540,81.8609
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.7706,82.8574
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.7873,82.2141
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.8040,81.4791
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.8206,82.1691
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.8373,84.5177
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.8540,83.6572
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.8706,85.0171
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.8873,84.5417
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.9040,85.1701
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.9206,83.6780
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.9373,84.6759
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.9540,85.4572
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.9706,86.2344
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,37.9873,86.0752
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.0040,87.2332
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.0206,87.6649
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.0373,87.9539
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.0540,88.1859
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.0706,89.2834
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.0873,86.7234
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.1040,87.5125
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.1206,88.6533
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.1373,88.5702
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.1540,87.9211
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.1706,86.4266
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.1873,86.8865
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.2040,87.8677
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.2206,88.4736
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.2373,89.1245
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.2540,88.4333
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.2706,88.9464
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.2873,89.7423
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.3040,89.0281
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.3206,88.6962
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.3373,88.4594
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.3540,89.2889
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.3706,88.4861
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.3873,88.4329
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.4040,89.2124
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.4206,88.8438
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.4373,91.2798
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.4540,90.8480
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.4706,91.8607
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.4873,91.9176
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.5040,91.6187
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.5206,90.9969
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.5373,89.9567
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.5540,90.7369
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.5706,90.9349
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.5873,89.0789
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.6040,89.7236
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.6206,89.7116
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.6373,90.2513
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.6540,89.4936
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.6706,89.9963
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.6873,90.0705
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.7040,89.8673
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.7206,91.0180
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.7373,90.5957
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.7540,91.3174
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.7706,90.2999
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.7873,90.7137
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.8040,90.4295
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.8206,92.5842
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.8373,93.2221
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.8540,93.1129
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.8706,93.6098
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.8873,91.4794
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.9040,90.6818
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.9206,91.3017
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.9373,93.6248
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.9540,94.9482
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.9706,94.3884
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,38.9873,94.3107
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,39.0040,94.9331
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,39.0206,94.4302
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,39.0373,94.2687
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,39.0540,94.4388
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,39.0706,95.3207
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,39.0873,94.7048
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,39.1040,94.5224
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,39.1206,94.8506
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,39.1373,95.2774
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,39.1540,95.8037
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,39.1706,97.1289
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,39.1873,97.6654
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,kv_cache_usage_pct,39.2040,98.6792
