fleet,fleet_short,budget_ms_per_token,crossover_footprint_tokens,crossover_footprint_tokens_min,crossover_footprint_tokens_max,resident_footprint_tokens,resident_footprint_tokens_min,resident_footprint_tokens_max,resident_footprint_p25,resident_footprint_p75,pace_binding_predicted_pct,pace_binding_predicted_pct_min,pace_binding_predicted_pct_max,pace_binding_counted_pct,pace_binding_counted_pct_min,pace_binding_counted_pct_max,kv_pool_tokens,kv_pool_source,sharing_ratio_s,sharing_ratio_s_min,sharing_ratio_s_max,rho_prefill_per_output_token,rho_min,rho_max,c0_ms,c_kv_ms_per_token,c_n_ms_per_request,prefill_rate_tok_per_ms,n_repeats,n_instance_scrapes,n_sole_infeasible_evals,load_window_s,band_definition,scoring_rule
"4 x Llama-3.1-70B, TP=2",70B x4,35,22073.1,7344.59,42357,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,35.5,20740.8,7029.07,39167.2,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,36,19560.2,6739.55,36424.1,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,36.5,18506.7,6472.94,34040.1,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,37,17560.9,6226.61,31949,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,37.5,16707.1,5998.35,30100,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,38,15932.5,5786.23,28453.3,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,38.5,15226.5,5588.6,26977.4,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,39,14580.4,5404.03,25647,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,39.5,13986.9,5231.26,24441.7,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,40,13439.8,5069.19,23344.7,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,40.5,12934,4916.86,22341.8,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,41,12464.8,4773.42,21421.6,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,41.5,12028.5,4638.11,20574.2,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,42,11621.7,4510.26,19791.2,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,42.5,11241.5,4389.28,19065.7,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,43,10885.3,4274.61,18391.5,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,43.5,10551.1,4165.78,17763.4,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,44,10236.8,4062.35,17176.7,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,44.5,9940.64,3963.94,16627.6,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,45,9661.16,3870.18,16112.4,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,45.5,9396.96,3780.76,15628.3,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,46,9146.82,3695.37,15172.3,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,46.5,8909.66,3613.75,14742.3,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,47,8684.48,3535.67,14335.9,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,47.5,8470.41,3460.88,13951.3,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,48,8266.63,3389.2,13586.9,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,48.5,8072.43,3320.42,13241,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,49,7887.15,3254.38,12912.2,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,49.5,7710.17,3190.91,12599.4,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,50,7540.97,3129.88,12301.4,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,50.5,7379.03,3071.13,12017.2,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,51,7223.91,3014.55,11745.8,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,51.5,7075.17,2960.02,11486.4,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,52,6932.43,2907.42,11238.2,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,52.5,6795.34,2856.66,11000.5,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,53,6663.56,2807.64,10772.6,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,53.5,6536.8,2760.28,10554,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,54,6414.77,2714.49,10344.1,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,54.5,6297.21,2670.19,10142.4,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,55,6183.89,2627.31,9948.37,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,55.5,6074.57,2585.79,9761.65,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,56,5969.05,2545.57,9581.8,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
"4 x Llama-3.1-70B, TP=2",70B x4,56.5,5867.13,2506.57,9408.47,4346.86,4284.23,4409.48,1509.92,5160.82,99.7685,99.6358,99.9012,98.669,98.5357,98.8023,584928,measured,0.690893,0.690305,0.691482,1.99418,1.97986,2.00851,16.3612,1.28216e-05,0.0764286,15.7633,2,26335,362752,3581.18,"rho in [1.0, 3.0] x s in [0.6, 1.0], joint",no request scoring: T* is a fleet property; class budgets chat 50 / swe 75 / deepresearch 100 ms per token
