series,minute,value,n_requests,run,engine_port,gauge_smoothing_s,itl_smoothing_s,attainment_window_s
kv_cache_usage_pct,34.3206,44.0134,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,34.3373,44.1099,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,34.3540,44.6511,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,34.3706,45.0069,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,34.3873,43.8623,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,34.4040,45.4142,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,34.4206,45.2570,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,34.4373,43.8922,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,34.4540,45.4876,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,34.4706,46.0527,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,34.4873,49.0286,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,34.5040,48.7044,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,34.5206,50.2827,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,34.5373,51.4518,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,34.5540,49.1120,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,34.5706,49.8849,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,34.5873,48.4487,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,34.6040,47.8852,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,34.6206,48.3721,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,34.6373,48.4464,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,34.6540,48.6411,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,34.6706,48.1939,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,34.6873,47.6939,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,34.7040,48.2526,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,34.7206,50.4198,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,34.7373,51.1022,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,34.7540,51.6718,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,34.7706,53.9324,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,34.7873,53.5104,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,34.8040,51.6358,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,34.8206,52.8456,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,34.8373,55.8136,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,34.8540,57.6727,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,34.8706,57.3847,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,34.8873,58.0347,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,34.9040,59.4062,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,34.9206,59.4411,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,34.9373,59.5537,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,34.9540,61.4131,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,34.9706,62.3808,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,34.9873,63.9846,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.0040,64.8222,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.0206,66.9447,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.0373,68.8503,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.0540,69.6826,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.0706,70.0358,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.0873,71.8621,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.1040,73.2854,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.1206,73.6334,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.1373,73.6072,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.1540,75.5081,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.1706,76.7853,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.1873,76.5712,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.2040,75.5446,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.2206,77.3234,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.2373,79.3200,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.2540,81.6879,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.2706,81.5760,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.2873,83.1187,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.3040,84.6176,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.3206,86.8438,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.3373,89.0940,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.3540,90.6934,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.3706,91.3576,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.3873,92.9017,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.4040,93.6959,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.4206,95.2613,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.4373,96.4690,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.4540,98.0077,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.4706,98.5648,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.4873,99.1489,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.5040,99.8720,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.5206,99.8693,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.5373,99.7178,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.5540,99.5900,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.5706,99.3103,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.5873,99.6138,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.6040,99.8964,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.6206,99.5088,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.6373,98.9678,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.6540,99.6731,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.6706,99.8245,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.6873,98.6876,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.7040,99.0384,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.7206,99.5669,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.7373,98.9626,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.7540,99.7576,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.7706,99.3119,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.7873,99.3400,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.8040,99.5518,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.8206,95.2151,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.8373,93.6922,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.8540,94.3046,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.8706,95.9989,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.8873,95.4171,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.9040,94.4039,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.9206,93.3743,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.9373,91.5119,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.9540,92.8432,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.9706,93.9346,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,35.9873,93.7391,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.0040,93.9046,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.0206,94.6557,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.0373,95.7024,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.0540,94.7079,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.0706,94.7876,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.0873,95.0436,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.1040,94.1277,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.1206,94.9549,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.1373,94.2696,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.1540,94.1776,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.1706,93.4889,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.1873,94.7740,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.2040,95.6081,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.2206,92.7186,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.2373,90.7771,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.2540,91.9846,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.2706,93.0967,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.2873,93.0855,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.3040,92.2493,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.3206,91.9020,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.3373,92.3815,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.3540,91.3399,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.3706,92.4708,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.3873,92.2665,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.4040,93.0218,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.4206,93.1362,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.4373,93.2698,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.4540,92.8686,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.4706,92.9324,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.4873,94.2342,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.5040,94.2797,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.5206,93.0468,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.5373,93.6312,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.5540,93.1469,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.5706,91.9800,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.5873,91.9480,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.6040,92.5007,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.6206,92.2677,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.6373,92.6875,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.6540,91.8639,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.6706,93.5875,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.6873,94.3947,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.7040,93.1859,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.7206,94.5673,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.7373,93.5900,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.7540,93.5158,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.7706,95.3549,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.7873,96.5667,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.8040,96.3215,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.8206,94.7562,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.8373,94.1688,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.8540,94.3204,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.8706,93.9860,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.8873,93.5187,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.9040,93.9898,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.9206,93.6049,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.9373,93.7819,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.9540,95.1340,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.9706,93.9531,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,36.9873,94.3529,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,37.0040,93.8983,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,37.0206,92.5012,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,37.0373,93.2475,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,37.0540,91.1520,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,37.0706,92.0172,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,37.0873,92.5954,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,37.1040,91.6034,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,37.1206,91.7878,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,37.1373,92.6578,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,37.1540,93.2061,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,37.1706,94.1589,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,37.1873,93.9068,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,37.2040,92.9782,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,37.2206,92.6086,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,37.2373,90.6061,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,37.2540,90.3882,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
kv_cache_usage_pct,37.2706,88.9322,,260831_2346_exp109r1_slot75_shift,8002,1,3,90.0000
