panel,series,x_hours,value,x_minutes,n_requests,attainment_window_s,panel_bc_run,panel_bc_engine_port
a,arrival_rate_norm,0.51667,0.19980,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,0.53333,0.21406,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,0.55000,0.21196,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,0.56667,0.20157,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,0.58333,0.19317,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,0.60000,0.19726,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,0.61667,0.19262,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,0.63333,0.21140,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,0.65000,0.20488,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,0.66667,0.20754,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,0.68333,0.22157,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,0.70000,0.21594,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,0.71667,0.19803,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,0.73333,0.20356,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,0.75000,0.19737,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,0.76667,0.21638,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,0.78333,0.19836,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,0.80000,0.22754,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,0.81667,0.22577,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,0.83333,0.21527,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,0.85000,0.21041,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,0.86667,0.18986,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,0.88333,0.23074,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,0.90000,0.21947,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,0.91667,0.22235,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,0.93333,0.21892,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,0.95000,0.19052,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,0.96667,0.20765,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,0.98333,0.22279,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.00000,0.22489,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.01667,0.23262,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.03333,0.23450,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.05000,0.21605,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.06667,0.19638,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.08333,0.20356,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.10000,0.23130,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.11667,0.20466,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.13333,0.22345,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.15000,0.20278,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.16667,0.19417,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.18333,0.20997,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.20000,0.20842,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.21667,0.19372,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.23333,0.20831,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.25000,0.22013,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.26667,0.21815,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.28333,0.20444,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.30000,0.21140,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.31667,0.21892,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.33333,0.22688,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.35000,0.23141,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.36667,0.23870,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.38333,0.24290,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.40000,0.22920,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.41667,0.23417,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.43333,0.23572,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.45000,0.23306,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.46667,0.24743,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.48333,0.24168,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.50000,0.24179,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.51667,0.24809,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.53333,0.22135,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.55000,0.21759,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.56667,0.22069,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.58333,0.23240,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.60000,0.23605,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.61667,0.24854,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.63333,0.21152,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.65000,0.21339,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.66667,0.19483,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.68333,0.22522,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.70000,0.23329,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.71667,0.20301,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.73333,0.22168,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.75000,0.22323,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.76667,0.21715,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.78333,0.24334,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.80000,0.22279,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.81667,0.22345,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.83333,0.22279,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.85000,0.24356,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.86667,0.22732,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.88333,0.22975,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.90000,0.22953,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.91667,0.22853,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.93333,0.22754,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.95000,0.22964,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.96667,0.22400,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,1.98333,0.21748,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.00000,0.22842,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.01667,0.23329,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.03333,0.23870,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.05000,0.24356,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.06667,0.24445,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.08333,0.22942,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.10000,0.21096,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.11667,0.21848,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.13333,0.20444,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.15000,0.20057,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.16667,0.20732,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.18333,0.21273,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.20000,0.18941,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.21667,0.21947,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.23333,0.21947,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.25000,0.22279,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.26667,0.21936,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.28333,0.22257,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.30000,0.21571,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.31667,0.19925,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.33333,0.22776,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.35000,0.22909,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.36667,0.20930,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.38333,0.20024,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.40000,0.20245,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.41667,0.20986,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.43333,0.20267,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.45000,0.22312,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.46667,0.21627,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.48333,0.20301,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.50000,0.21140,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.51667,0.23074,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.53333,0.22411,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.55000,0.23958,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.56667,0.22013,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.58333,0.22522,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.60000,0.20566,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.61667,0.21560,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.63333,0.21483,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.65000,0.20301,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.66667,0.21571,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.68333,0.23196,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.70000,0.25030,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.71667,0.22677,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.73333,0.20942,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.75000,0.23439,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.76667,0.24887,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.78333,0.22632,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.80000,0.21306,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.81667,0.20721,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.83333,0.20997,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.85000,0.23262,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.86667,0.21450,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.88333,0.22610,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.90000,0.20533,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.91667,0.20433,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.93333,0.19273,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.95000,0.18610,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.96667,0.21870,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,2.98333,0.20687,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.00000,0.21417,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.01667,0.20500,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.03333,0.24312,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.05000,0.23284,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.06667,0.22721,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.08333,0.21483,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.10000,0.20798,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.11667,0.21792,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.13333,0.21262,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.15000,0.19571,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.16667,0.21350,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.18333,0.24102,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.20000,0.24378,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.21667,0.23804,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.23333,0.23351,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.25000,0.22312,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.26667,0.21129,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.28333,0.24157,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.30000,0.22489,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.31667,0.19660,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.33333,0.22168,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.35000,0.22820,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.36667,0.23428,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.38333,0.20964,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.40000,0.17328,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.41667,0.20234,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.43333,0.19317,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.45000,0.20798,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.46667,0.21417,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.48333,0.20190,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.50000,0.22091,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.51667,0.21903,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.53333,0.23561,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.55000,0.22920,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.56667,0.19936,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.58333,0.21295,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.60000,0.22069,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.61667,0.22699,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.63333,0.20577,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.65000,0.20544,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.66667,0.20002,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.68333,0.21472,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.70000,0.20919,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.71667,0.22345,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.73333,0.18974,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.75000,0.21671,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.76667,0.20267,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.78333,0.20698,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.80000,0.20698,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.81667,0.18223,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.83333,0.18853,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.85000,0.22212,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.86667,0.19660,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.88333,0.19914,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.90000,0.20035,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.91667,0.23715,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.93333,0.23185,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.95000,0.20069,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.96667,0.21174,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,3.98333,0.19615,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.00000,0.21439,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.01667,0.23649,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.03333,0.21671,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.05000,0.21549,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.06667,0.20488,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.08333,0.21969,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.10000,0.20964,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.11667,0.22179,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.13333,0.20577,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.15000,0.20964,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.16667,0.20212,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.18333,0.21815,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.20000,0.24500,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.21667,0.23141,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.23333,0.22743,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.25000,0.22798,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.26667,0.19892,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.28333,0.21726,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.30000,0.21925,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.31667,0.21284,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.33333,0.25483,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.35000,0.24080,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.36667,0.21373,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.38333,0.22599,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.40000,0.21196,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.41667,0.20522,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.43333,0.21826,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.45000,0.20002,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.46667,0.21638,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.48333,0.19251,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.50000,0.22599,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.51667,0.22433,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.53333,0.22544,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.55000,0.22511,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.56667,0.21947,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.58333,0.19892,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.60000,0.20091,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.61667,0.19737,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.63333,0.21936,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.65000,0.22047,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.66667,0.22334,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.68333,0.24014,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.70000,0.22842,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.71667,0.20477,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.73333,0.22997,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.75000,0.20986,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.76667,0.23273,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.78333,0.22069,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.80000,0.22290,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.81667,0.22621,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.83333,0.23782,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.85000,0.23472,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.86667,0.24555,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.88333,0.22787,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,4.90000,0.20975,,,,260831_2346_exp109r1_slot75_shift,8002
